post_id,comment_id,comment_text,polarity,comment_train
D5,59631,ur sooo perfect... ❤ ️ ur my sunshine,strongly positive,sooo perfect ❤ ️ sunshine
D5,59633,serving carpet on carpet,neutral,serve carpet carpet
D5,59636,that would be a nice look if she had a bra on.,positive,would nice look bra on
D5,59638,"…simply, GORGEOUS 🌺",strongly positive,…simply GORGEOUS 🌺
D5,59639,🤍  🤍  🤍  🤍  ❤ ️,strongly positive,🤍 🤍 🤍 🤍 ❤ ️
D5,59642,she is so fine,positive,fine
D5,59643,when I see gen z nepotism products that how they are using from their connections I reach to this point that you were so fair when it comes to nepotism.,positive,see gen z nepotism product use connection reach point fair come nepotism
D5,59644,red suits you very well  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️,strongly positive,red suit well ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️
D5,59646,are you ready,positive,ready
D5,59648,I can see your nips,neutral,see nip
D5,59649,thank you for choosing an appropriate word to call your sister!,positive,thank choose appropriate word call sister !
D5,59655,🔥  👏  🔥  👏,strongly positive,🔥 👏 🔥 👏
D5,59656,SUPERMODEL NO 1 KENDALL JENNER IN ACTION  😍,positive,SUPERMODEL KENDALL JENNER ACTION 😍
D5,59662,very beautiful lady and very beautiful smile also very beautiful dress  👗,strongly positive,beautiful lady beautiful smile also beautiful dress 👗
D5,59664,gorgeous always  😍  🔥  🔥  ❤ ️,strongly positive,gorgeous always 😍 🔥 🔥 ❤ ️
D5,59665,looks incredible,neutral,look incredible
D5,59666,beautiful dress  ♥ ️ ♥ ️ ♥ ️,strongly positive,beautiful dress ♥ ️ ♥ ️ ♥ ️
D5,59673,right!!!,neutral,right ! ! !
D5,59675,stunning ensemble,positive,stun ensemble
D5,59678,free palastine,strongly positive,free palastine
D5,59680,perfection 🔥,strongly positive,perfection 🔥
D5,59684,awh I adore you  😍  ❤ ️,strongly positive,awh adore 😍 ❤ ️
D5,59685,😍  😍  😍  🔥  🔥  🔥  🔥  🔥  😍  😍  🔥  🔥,strongly positive,😍 😍 😍 🔥 🔥 🔥 🔥 🔥 😍 😍 🔥 🔥
D5,59689,why did I zoomed the last pic,neutral,zoom last pic
D5,59690,🔥  👏  ❤ ️ 😍,strongly positive,🔥 👏 ❤ ️ 😍
D5,59691,"stunner munger thumber malt volt walt wilt, tu bee or not, 1000quid2b?fair recom?chump change tu americaz top model. champ chump tzu bless, xxx",strongly positive,stunner munger thumber malt volt walt wilt tu bee not 000quidbfair recomchump change tu americaz top model champ chump tzu bless xxx
D5,59692,hot nipp 😍,strongly positive,hot nipp 😍
D5,59694,lady you are astonishingly beauutiful,neutral,lady astonishingly beauutiful
D5,59696,gorgeous kendall ⚘️  😍,strongly positive,gorgeous kendall ⚘️ 😍
D5,59697,should wear a bra  😮,neutral,wear bra 😮
D5,59699,fire 🔥  ❤ ️,strongly positive,fire 🔥 ❤ ️
D5,59701,"you imagination boys for what idont now (really like you,you are donjeta kasumi)(wow).",positive,imagination boy idont really like youyou donjeta kasumiwow
D5,59703,bra aside (literally) I see an orange dress not red. just me??,neutral,bra aside literally see orange dress red me
D5,59704,😍  😘  😘  😘,strongly positive,😍 😘 😘 😘
D5,59705,always on point  💯  ✔ ️ ❤ ️‍ 🔥,strongly positive,always point 💯 ✔ ️ ❤ ️‍ 🔥
D5,59706,my thoughts also!,neutral,thought also !
D5,59708,wearing the new nip bra?,neutral,wear new nip bra
D5,59717,stunningly beautiful  😍  😍  😍,strongly positive,stunningly beautiful 😍 😍 😍
D5,59718,then there is no reason to see the post,negative,reason see post
D5,59719,BEAUTIFUL  💯  ❤ ️,strongly positive,BEAUTIFUL 💯 ❤ ️
D5,59720,nah you need a bra,negative,nah need bra
D5,59721,with a bra it would be perfect!,strongly positive,bra would perfect !
D5,59722,"red is your color, and you know it",neutral,red color know
D5,59723,I was there and you looked stunning my love,strongly positive,look stun love
D5,59726,LOL explaining her whole life story… okay alabama  😂  💀  🤦  🏻 ‍ ♀ ️,positive,LOL explain whole life story… okay alabama 😂 💀 🤦 🏻 ‍ ♀ ️
D5,59734,bute you are definitely taking the cake,positive,bute definitely take cake
D5,59736,so beautiful to you,strongly positive,beautiful
D5,59737,she can get away with not wearing one!  I've noticed she hasn't worn a bra with a lot of her looks over the past few years.,positive,get away wear one ! Ive notice worn bra lot look past year
D5,59743,stunning  ♥ ️ ♥ ️,strongly positive,stun ♥ ️ ♥ ️
D5,59744,so beautiful  😍  😍  😍  ❤ ️ ❤ ️ ❤ ️,strongly positive,beautiful 😍 😍 😍 ❤ ️ ❤ ️ ❤ ️
D5,59745,why are you being so formal? just post your naked photos directly killer,strongly negative,formal post naked photo directly killer
D5,59746,kris jenner please answer my letter please 😢  😢  😢  😢  😢,strongly negative,kris jenner please answer letter please 😢 😢 😢 😢 😢
D5,59748,"unstoppable trifecta.  looks, brains and festive spirit.  ❤ ️ ❤ ️ ❤ ️ ❤ ️",strongly positive,unstoppable trifecta look brain festive spirit ❤ ️ ❤ ️ ❤ ️ ❤ ️
D5,59749,mm dont like red in you,negative,mm like red
D5,59752,or n¡pples covers…. 😅,positive,n¡pples covers… 😅
D5,59753,beautiful  😘  😘  🤗,strongly positive,beautiful 😘 😘 🤗
D5,59756,🧙 ‍ ♀ ️,neutral,🧙 ‍ ♀ ️
D5,59757,still the  🐐 !!!!!!!,neutral,still 🐐 ! ! ! ! ! ! !
D5,59762,you r are à nice girls,positive,r à nice girl
D5,59763,I love you forever,strongly positive,love forever
D5,59766,write me 🤫  🤫,neutral,write 🤫 🤫
D5,59777,❤ ️ ✨ ️,strongly positive,❤ ️ ✨ ️
D5,59781,your daughter  inner beauty  ✨  💖,strongly positive,daughter inner beauty ✨ 💖
D5,59785,so very hot hot hot!,strongly positive,hot hot hot !
D5,59787,why people wear this kind of dress,neutral,people wear kind dress
D5,59788,❤ ️ 😍  😍  🙏  🏼  🙏  🏼  ❤ ️ ❤ ️ 👌  🏼  ❤ ️ 👌  🏼  ❤ ️,strongly positive,❤ ️ 😍 😍 🙏 🏼 🙏 🏼 ❤ ️ ❤ ️ 👌 🏼 ❤ ️ 👌 🏼 ❤ ️
D5,59791,🔥 stunning 🔥   💋  🌹,strongly positive,🔥 stun 🔥 💋 🌹
D5,59792,wear bra girl,neutral,wear bra girl
D5,59793,STUNNING!!! 👏  🏾  👏  🏾  👏  🏾  👏  🏾,strongly positive,STUN ! ! ! 👏 👏 👏 👏
D5,59797,"she’s so tiny but ngl she fuels the flames of pregnancy rumors , including the fabric over her stomach here!",neutral,shes tiny ngl fuel flame pregnancy rumor include fabric stomach here !
D5,59799,"red dot  🔴 "" an there she was"" 💯",neutral,red dot 🔴 be 💯
D5,59803,I was in search for this pics  🌹  🌝,neutral,search pic 🌹 🌝
D5,59805,beautiful girl in the world  😍  😍  😍  ❤ ️,strongly positive,beautiful girl world 😍 😍 😍 ❤ ️
D5,59807,stunning lady in red  😍  😍  😍  😍  😍  😍  😍  😍,strongly positive,stun lady red 😍 😍 😍 😍 😍 😍 😍 😍
D5,59809,WHAT A LOOK 👏  🔥  🙌  😮  😂,strongly positive,LOOK 👏 🔥 🙌 😮 😂
D5,59811,you look pretty in that red dress kendall 🙌  🔥,strongly positive,look pretty red dress kendall 🙌 🔥
D5,59812,loving the orange kendall go head girl...,strongly positive,love orange kendall go head girl
D5,59814,🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉,neutral,🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉
D5,59815,you shine every day ❤ ️,strongly positive,shine every day ❤ ️
D5,59816,my queen ❤ ️ 🔥  😍,strongly positive,queen ❤ ️ 🔥 😍
D5,59819,I love you bbe,strongly positive,love bbe
D5,59820,type,neutral,type
D5,59823,TS 13,neutral,T
D5,59824,she looks exactly like you in your 30s,positive,look exactly like 0
D5,59826,🔥  🍯  😍  😘,strongly positive,🔥 🍯 😍 😘
D5,59827,what are you doing here,neutral,
D5,59829,jenner queen! 😍,strongly positive,jenner queen ! 😍
D5,59831,😮  👏  🔥  ❤ ️ 🌹,strongly positive,😮 👏 🔥 ❤ ️ 🌹
D5,59834,"3rd pic, ya dad looks like you lol",strongly positive,rd pic ya dad look like lol
D5,59836,you are so pretty!,strongly positive,pretty !
D5,59841,just wow.. 🔥  ❤ ️,strongly positive,wow 🔥 ❤ ️
D5,59842,u tooo soo gorgeous ❤ ️,strongly positive,tooo soo gorgeous ❤ ️
D5,59843,what a bazaar mentally ill comment,negative,bazaar mentally ill comment
D5,59844,stay as beautiful as you are inside and out!!! ❤ ️,strongly positive,stay beautiful inside out ! ! ! ❤ ️
D5,59846,perfection  🔥,strongly positive,perfection 🔥
D5,59849,gorgeous!! looks like her dad!! 😍,strongly positive,gorgeous ! ! look like dad ! ! 😍
D5,59853,pretty  🥰  🥰  🥰  🥰  🥰,strongly positive,pretty 🥰 🥰 🥰 🥰 🥰
D5,59858,need big reason to love my baby  😔,strongly positive,need big reason love baby 😔
D5,59860,that’s dress looks stunning on her,positive,thats dress look stun
D5,59861,I have nothing to say  😭  ❤ ️ 🌹,positive,nothing say 😭 ❤ ️ 🌹
D5,59863,you're an 8 because u ate,neutral,ate
D5,59865,love the dress  💃  😍 gorg,strongly positive,love dress 💃 😍 gorg
D5,59866,🦇,neutral,🦇
D5,59867,just gorgeous,strongly positive,gorgeous
D5,59869,free 🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉  🍉,strongly positive,free 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉 🍉
D5,59870,why is it always something with the kardashians?? now she’s not wearing a bra…,neutral,always something kardashians shes wear bra…
D5,59872,why? FREE THE NIPPLES  😍,strongly positive,why FREE NIPPLE 😍
D5,59873,gorgeous and iconic; goddess glow +,strongly positive,gorgeous iconic; goddess glow
D5,59876,red is your color  🔥,positive,red color 🔥
D5,59877,"why wear red on the red carpet ,I can't even see your dress all I see is a red color",neutral,wear red red carpet I cant even see dress see red color
D5,59879,red is her colour  ❤ ️,strongly positive,red colour ❤ ️
D5,59883,𝐂𝐨𝐦𝐨 𝐞𝐥 𝐯𝐢𝐧𝐨  😌  🤤,positive,𝐂𝐨𝐦𝐨 𝐞𝐥 𝐯𝐢𝐧𝐨 😌 🤤
D5,59885,thorkete.,neutral,thorkete
D5,59887,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 👏  👏  👏  👏,strongly positive,❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 👏 👏 👏 👏
D5,59889,exotic beauty....,strongly positive,exotic beauty
D5,59891,what a beauty  👑  ❤ ️,strongly positive,beauty 👑 ❤ ️
D5,59893,mami be careful you are too hot,positive,mami careful hot
D5,59898,I used to really like kendal but more once she turned out to be a nasty girl,strongly negative,use really like kendal turn nasty girl
D5,59899,❤ ️hermoso,strongly positive,❤ ️hermoso
D5,59903,👀  😂,positive,👀 😂
D5,59907,🔥  🔥  🔥  ❤ ️ ❤ ️ 😍  😍  😍,strongly positive,🔥 🔥 🔥 ❤ ️ ❤ ️ 😍 😍 😍
D5,59909,🤣  🤣  🤣  🤣  🤣  🤣  🤣  😏,strongly positive,🤣 🤣 🤣 🤣 🤣 🤣 🤣 😏
D5,59910,🔥  stunning,strongly positive,🔥 stun
D5,59914,😍  😍  look so cute,strongly positive,😍 😍 look cute
D5,59919,yes  😍  😍  ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 🔥,strongly positive,yes 😍 😍 ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ ❤ ️ 🔥
D5,59922,stunning gorgus  🔥  🔥  👏,strongly positive,stun gorgus 🔥 🔥 👏
D5,59923,U are pretty  😍  ❤ ️ 🔥,strongly positive,pretty 😍 ❤ ️ 🔥
D5,59934,she is a vision of beauty,strongly positive,vision beauty
D5,59935,🌹  🌹  🌹  🌹  🌹  💕  😘,strongly positive,🌹 🌹 🌹 🌹 🌹 💕 😘
D5,59940,❤ ️ ❤ ️ ❤ ️ ❤ ️ gorgeous,strongly positive,❤ ️ ❤ ️ ❤ ️ ❤ ️ gorgeous
D5,59942,slated effortlesslyyy,neutral,slat effortlesslyyy
D5,59943,ily sister,strongly positive,ily sister
D5,59945,THANK YOU  ❤ ️BEAUTIFUL  😍,strongly positive,THANK ❤ ️BEAUTIFUL 😍
D5,59947,can't even wear a bra,neutral,cant even wear bra
D5,59949,amazing silhouette design 😍  😎,strongly positive,amaze silhouette design 😍 😎
D5,59953,prettiest and most natural of the sisters,strongly positive,prettiest natural sister
D5,59955,gandaa girl,neutral,gandaa girl
D5,59957,so pretty lady 😍,strongly positive,pretty lady 😍
D5,59959,I loved that dress  😍  😍  😍  😍  😍  🔥  🔥,strongly positive,love dress 😍 😍 😍 😍 😍 🔥 🔥
D5,59964,watch her latest video. there is no more safe place for them. where is the WORLD? why you support GENOCIDE?!,negative,watch late video safe place them WORLD support GENOCIDE !
D5,59965,🔥  🔥  🔥  🔥  ❤ ️ 👏  😍,strongly positive,🔥 🔥 🔥 🔥 ❤ ️ 👏 😍
D5,59967,maybe she is wearing a skim nipple bra lol 😂,strongly positive,maybe wear skim nipple bra lol 😂
D5,59969,looking sweet bby girl  ❤ ️ 🙌  🔥  😍  😍  😍,strongly positive,look sweet bby girl ❤ ️ 🙌 🔥 😍 😍 😍
D5,59971,OMG  😍  so cute  ❤ ️ ❤ ️ ❤ ️ i love  😍  😍,strongly positive,OMG 😍 cute ❤ ️ ❤ ️ ❤ ️ love 😍 😍
D5,59984,an amazing woman. please keep your slate clean with no tattoos and no botox. you dont need it.,strongly positive,amaze woman please keep slate clean tattoo botox need it
D5,59989,really delicious mom wtf that's creepy,negative,really delicious mom wtf thats creepy
D5,59990,wear your suits 🩶  🩶 ..and make peace with the fact that you're femminin.  🖤,strongly positive,wear suit 🩶 🩶 and make peace fact femminin 🖤
D5,59991,queen  🙌  ❤ ️‍ 🔥,strongly positive,queen 🙌 ❤ ️‍ 🔥
D5,59992,"kendall as time goes by you are better and better and much more beautiful, no other woman in the world these days is as beautiful and atilish as you are, my love to you from mexico",strongly positive,kendall time go better better much beautiful woman world day beautiful atilish be love mexico
D5,59994,😮  😮  😮  😮  😍  😍,strongly positive,😮 😮 😮 😮 😍 😍
D5,59996,😍  😍  🫶  🫶  🫶  😍  😍,strongly positive,😍 😍 🫶 🫶 🫶 😍 😍
D5,59997,🌟  🌟  🫅  🫅  🌟  🌟,neutral,🌟 🌟 🫅 🫅 🌟 🌟
D5,59998,❤ ️ 🕊 ️ 🦋  🦋,strongly positive,❤ ️ 🕊 ️ 🦋 🦋
D5,59999,agreed  👏,strongly positive,agree 👏
D5,60001,stunning  🫶  🫶,positive,stun 🫶 🫶
D5,60004,❤ ️ 😍  😍  😍,strongly positive,❤ ️ 😍 😍 😍
D5,60006,is that the  nipple bra?,neutral,nipple bra
D5,60013,such a beautiful young lady,strongly positive,beautiful young lady
D5,60018,my cute girlll 🦋  🦦,positive,cute girlll 🦋 🦦
D5,60022,💣  🔥,negative,💣 🔥
D5,60023,so stunning!  ❤ ️ ❤ ️,strongly positive,stun ! ❤ ️ ❤ ️
D5,60024,she’s beautiful  ❤ ️,strongly positive,shes beautiful ❤ ️
D5,60025,gorgeous as always 😮  😍  😍  😍,strongly positive,gorgeous always 😮 😍 😍 😍
D5,60027,kylie you’re stunning too  ❤ ️,strongly positive,kylie youre stun ❤ ️
D5,60029,so stunning kendall  ✨  💖  you’re a role model for all the women in the universe  😍,strongly positive,stun kendall ✨ 💖 youre role model woman universe 😍
D5,60030,cute ❤ ️ ❤ ️,strongly positive,cute ❤ ️ ❤ ️
D5,60031,I love the outfit in my favorite colour,strongly positive,love outfit favorite colour
D5,60033,my favorite look so far  😍,strongly positive,favorite look far 😍
D5,60034,🙏  🙏  🙏  😍  😍  😍  😍,strongly positive,🙏 🙏 🙏 😍 😍 😍 😍
D5,60036,or imagine a life where size didn’t matter and the size of your  nips where “the standard”,positive,imagine life size didnt matter size nip “the standard”
D5,60037,😍  😍  😍  😍  😍  🔥  🔥  🔥  🔥,strongly positive,😍 😍 😍 😍 😍 🔥 🔥 🔥 🔥
D5,60039,👸  🏻  🖤  💪  🏽  😘  😘  🥰  😍  🌷  🌹  💘  💋  💋  🧜  🏻  😘  ♥ ️,strongly positive,👸 🏻 🖤 💪 🏽 😘 😘 🥰 😍 🌷 🌹 💘 💋 💋 🧜 🏻 😘 ♥ ️
D5,60040,no bra gang  🙌  🏾  love the look and red looks phenomenal on you  ♥ ️,strongly positive,bra gang 🙌 love look red look phenomenal ♥ ️
D5,60043,perfection  ❤ ️ 🔥  ❤ ️,strongly positive,perfection ❤ ️ 🔥 ❤ ️
D5,60045,woah!!! so pretty  👌  🏾  👌  🏾  ✌  🏾  🙌  🏾  ❤ ️ the dress fits you perfectly. bravo and have a lovely day.,strongly positive,woah ! ! ! pretty 👌 👌 ✌ 🙌 ❤ ️ dress fit perfectly bravo lovely day
D5,60046,that is the best dress I’ve ever seen you in  ⭐ ️,strongly positive,best dress Ive ever see ⭐ ️
D5,60052,love u kendal!,strongly positive,love kendal !
D5,60058,she is getting sltier and sltier as time goes by,neutral,get sltier sltier time go
D5,60059,I love you.... ❤ ️ ❤ ️ ❤ ️,strongly positive,love you ❤ ️ ❤ ️ ❤ ️
D5,60062,red like palestinian kids blood,positive,red like palestinian kid blood
D5,60063,you want it marry the god? lol  😂 . let me know .,strongly positive,want marry god lol 😂 let know
D5,60065,🐎  🐎  🐎  🐎,neutral,🐎 🐎 🐎 🐎
D5,60066,the last one!!  👏  👏  👏  👏,strongly positive,last one ! ! 👏 👏 👏 👏
D5,60067,your nips are showing!!,neutral,nip show ! !
D5,60073,💕  💕  💕  💕,strongly positive,💕 💕 💕 💕
D5,60074,sexy  🔥  🔥  🔥  🔥,strongly positive,sexy 🔥 🔥 🔥 🔥
D5,60076,they are the hands covered in blood,neutral,hand cover blood
D5,60085,very beautiful. stunning,strongly positive,beautiful stun
D5,60086,buy a bra girl  😂,positive,buy bra girl 😂
D5,60088,I thought she was in a lab working on a cure for cancer.,strongly negative,thought lab work cure cancer
D5,60090,"wear a bra, it costs you nothing",neutral,wear bra cost nothing
D5,60093,kuch v nahi hai aage tumhare  😁 love frm india,strongly positive,kuch v nahi hai aage tumhare 😁 love frm india
D5,60094,"I am a wife, mom and a nurse of 30 years here in alabama and I have never commented on anything like this but I just have to….she looks absolutely AMAZING! let this woman have her moment. she is STUNNING! let her do what she does best. you are acting like kendall jenner has the power to stop this devastating  world tragedy??? seriously? I wish she had that power. I am sure she does too.",strongly positive,wife mom nurse 0 year alabama never comment anything like to…she look absolutely AMAZE ! let woman moment STUN ! let best act like kendall jenner power stop devastate world tragedy seriously wish power sure too
D5,60095,🤐  😉,neutral,🤐 😉
D5,60096,you are pretty,positive,pretty
D5,60097,gorgeous kendall！ 🔥,strongly positive,gorgeous kendall！ 🔥
D5,60102,somebody get this girl a bra,neutral,somebody get girl bra
D5,60103,love  ❤ ️ 50%  🦋  🎄,strongly positive,love ❤ ️ 0 🦋 🎄
D5,60104,you are getting too old for modeling..,neutral,get old model
D5,60105,hey red 🔴  💯,neutral,hey red 🔴 💯
D5,60106,goodmornin beut_for ver....,neutral,goodmornin beutfor ver
D5,60107,perfection  🔥  ❤ ️,strongly positive,perfection 🔥 ❤ ️
D5,60110,account logged in,neutral,account log
D5,60115,"actually the body is definately from her dad, super lucky!",strongly positive,actually body definately dad super lucky !
D5,60124,the height is…,neutral,height is…
D5,60125,it's unflattering around the bust. it makes her breasts look saggy  🫤,neutral,unflattering around bust make breast look saggy 🫤
D5,60126,❤ ️‍ 🔥  ✨,strongly positive,❤ ️‍ 🔥 ✨
D5,60127,amazing as usual  😍,strongly positive,amaze usual 😍
D5,60129,she has the athletic body too unlike her sisters who have always been curvier and struggled with weight,negative,athletic body unlike sister always curvier struggle weight
D5,60134,stunning!  😍  ❤ ️ 🎄  💋,strongly positive,stun ! 😍 ❤ ️ 🎄 💋
D5,60136,I miss my  🍒 looking like that  😭,negative,miss 🍒 look like 😭
D5,60142,gorgeous wow this look is amazing  😍  🔥  ❤ ️,strongly positive,gorgeous wow look amaze 😍 🔥 ❤ ️
D5,60143,this may be  but let’s give credit where it’s due  OOPS!…,strongly positive,may let give credit it due OOPS ! …
D5,60146,SO BEAUTIFUL  ❤ ️ 🔥  😍,strongly positive,BEAUTIFUL ❤ ️ 🔥 😍
D5,60153,"oml!  🔥  ❤ ️ seriously, AMAZING! your body is insane (in a good way) and this is by far one of ya hottest outfits! gorgina! (my bogan way of saying gorgeous)  ❤ ️",strongly positive,oml ! 🔥 ❤ ️ seriously AMAZE ! body insane in good way far one ya hottest outfit ! gorgina ! my bogan way say gorgeous ❤ ️
D5,60154,stunning kendall!! this dress look energy are slaying!,strongly positive,stun kendall ! ! dress look energy slay !
D5,60155,😍  😢,negative,😍 😢
D5,60158,jenners are truly hawt warm-hearted inside and out!!rizzoli kin×darling!!bravo 👀  🍫  💐 xoxo 🩵  🫶  💙  😍  😘  💛  💖  🤴  👸  🐌  👏  🥹  😘,strongly positive,jenner truly hawt warm-hearted inside out ! ! rizzoli kin×darling ! ! bravo 👀 🍫 💐 xoxo 🩵 🫶 💙 😍 😘 💛 💖 🤴 👸 🐌 👏 🥹 😘
D5,60164,perfect  ❤ ️ the most perfect woman in the world,strongly positive,perfect ❤ ️ perfect woman world
D5,60166,such a beauty  🔥  ❤ ️ 😍,strongly positive,beauty 🔥 ❤ ️ 😍
D5,60170,perfection  🔥  🔥  🔥,strongly positive,perfection 🔥 🔥 🔥
D5,60172,lovely  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌹  🌺  🌺  🌺  🌺  🌺  💝  🍓  🍒  💯  💯  ✔ ️ ✔ ️ ✅,strongly positive,lovely 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌹 🌺 🌺 🌺 🌺 🌺 💝 🍓 🍒 💯 💯 ✔ ️ ✔ ️ ✅
D5,60173,🧡  🔥,strongly positive,🧡 🔥
D5,60180,damn son where’d you find this,negative,damn son whered find
D5,60183,work of art,neutral,work art
D5,60185,slayyy for her>>> 🛐  ❤ ️,strongly positive,slayyy her 🛐 ❤ ️
D5,60186,literally on fire  🔥  🔥  🔥  stunning  🤩,strongly positive,literally fire 🔥 🔥 🔥 stun 🤩
D5,60188,absolutely stunning  😍  🔥  🔥,strongly positive,absolutely stun 😍 🔥 🔥
D5,60191,how goods this post!! love you kendall,strongly positive,good post ! ! love kendall
D5,60192,love 🔥,strongly positive,love 🔥
D5,60193,another day another slay,neutral,another day another slay
D5,60194,❣ ️ 😘,strongly positive,❣ ️ 😘
D5,60196,I can see it! 😍,strongly positive,see it ! 😍
D5,60198,why is she there?,neutral,there
D5,60201,kendall you are very beautiful  🥰  ❤  ❤ ️ ❤ ️,strongly positive,kendall beautiful 🥰 ❤ ❤ ️ ❤ ️
D5,60202,"I just want to know, why was she there? can anyone tell me?",positive,want know there anyone tell me
D5,60206,Y every1 get dressed 2 go 2 A museum kandle?  wat happened at da museum? N U  didn’t go ???  😂,strongly positive,every get dress go museum kandle wat happen da museum N didnt go 😂
D5,60211,good luck,strongly positive,good luck
D5,60212,wow stunning!!,strongly positive,wow stun ! !
D5,60214,I see something,neutral,see something
D5,60217,gorgeous kendahl! ❤ ️ ❤ ️ ❤ ️,strongly positive,gorgeous kendahl ! ❤ ️ ❤ ️ ❤ ️
D5,60219,I love this  🔥,strongly positive,love 🔥
D5,60226,just WOW  🤩,strongly positive,WOW 🤩
D5,60229,stunning  💎,positive,stun 💎
D5,60231,so beautiful.  I'd like to see her in an up hairstyle,strongly positive,beautiful Id like see hairstyle
D5,60234,she looks so natural and soooo beautiful  🔥  🔥 dammnnnb,strongly positive,look natural soooo beautiful 🔥 🔥 dammnnnb
D5,60235,lady in red  great n your a grown lady now  ❤ ️,strongly positive,lady red great n grown lady ❤ ️
D5,60236,😮 OH MY LORD!! this is beyond perfection. are you even human?!  😍  😂,strongly positive,😮 OH LORD ! ! beyond perfection even human ! 😍 😂
D5,60237,look at her? beautiful inside out.,strongly positive,look her beautiful inside out
D5,60239,little red riding hood,neutral,little red rid hood
D5,60243,👅  👅  🍑  🍑,neutral,👅 👅 🍑 🍑
D5,60246,"her eyes. nose, and face perfect...",strongly positive,eye nose face perfect
D5,60250,pas touche,neutral,pa touche
D5,60251,gorgeous  😍  😍  😍  😍  😍,strongly positive,gorgeous 😍 😍 😍 😍 😍
D5,60254,amazing!,strongly positive,amaze !
D5,60257,CANTIK BANGET! ❤  🔥 ️,strongly positive,CANTIK BANGET ! ❤ 🔥 ️
D5,60259,I love  💕  you kenny..you are stunner,strongly positive,love 💕 kennyyou stunner
D5,60262,amazing  ❤ ️ 😻   ❤ ️,strongly positive,amaze ❤ ️ 😻 ❤ ️
D5,60267,I love you ♥ ️,strongly positive,love ♥ ️
D5,60269,🧡  🧡  🧡  ❤ ️ ❤ ️ ❤ ️,strongly positive,🧡 🧡 🧡 ❤ ️ ❤ ️ ❤ ️
D5,60271,sooo beautiful sooo elegant..just looking like a wow 😍  😍  😍,strongly positive,sooo beautiful sooo elegantjust look like wow 😍 😍 😍
D5,60272,shhh  🤫  go to sleep  😪  😴,neutral,shhh 🤫 go sleep 😪 😴
D5,60274,🔥  🔥  😍  ❤ ️ 😍  🔥  🔥,strongly positive,🔥 🔥 😍 ❤ ️ 😍 🔥 🔥
D5,60277,"she's a 10, but..",neutral,0 but
D5,60280,stunning 💓  🌹  🌹  🌹,strongly positive,stun 💓 🌹 🌹 🌹
D5,60281,"dear you need to adress some specialist where you live,iam sure there are people that can help where you live!!call or write them,idk if IG is the best place as I said..much peace! 🙏",strongly positive,dear need adress specialist liveiam sure people help live ! ! call write themidk IG best place saidmuch peace ! 🙏
D5,60282,BEAUTIFUL.!!!!,strongly positive,BEAUTIFUL ! ! ! !
D5,60284,🔥  🔥  beautiful lady,strongly positive,🔥 🔥 beautiful lady
D5,60285,I love you kendall nicole jenner,strongly positive,love kendall nicole jenner
D5,60289,she is the GOAT,neutral,GOAT
D5,60291,ohkay shes a 10.  not the biggest fan buh facts,negative,ohkay shes 0 big fan buh fact
D5,60294,damn ur so gorgeous as fuck,negative,damn gorgeous fuck
D5,60295,gorgeous  😘,strongly positive,gorgeous 😘
D5,60297,looking so  gorgeous  ❤ ️ ❤ ️ 😍  😍  😍,strongly positive,look gorgeous ❤ ️ ❤ ️ 😍 😍 😍
D5,60300,stunning ☀ ️ 🥰  ♥ ️ 🔥,strongly positive,stun ☀ ️ 🥰 ♥ ️ 🔥
D5,60303,👏  ❤ ️ stunning!,strongly positive,👏 ❤ ️ stun !
D5,60304,she is not a 10.,neutral,0
D5,60310,ladyin red... is dancing with me!! 😍  🔥,strongly positive,ladyin red dance me ! ! 😍 🔥
